﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Type;Medie;Vandområde;Dataejer;Ansvarlig Myndighed;Link;Dato;Måling nr;Undersøgelsestype;Målested type;Målested navn;Målested GeoZone;Målested, x-koordinat;Målested, y-koordinat;Prøvetype;Status;Analysefraktion;CASnr;ScKode;Stofparameter;Resultat-attribut;Resultat;Enhed;Kvantifikationsgrænse;Detektionsgrænse;Kvalitetsmærke
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/6c1bfedb-012e-44f9-b38f-01b85fc8d307;14-08-2024;260842523;;Udløb;Ejby Afløb;32;678409,0000003316;6176840,99999455;Mængdeproportional prøve;Afventer kontrol;Total;;13;pH;;7,9;pH;;2;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;319;Kviksølv;;6,7;mg/kg P;;0;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;1146;Fluoren;<;0,02;mg/kg TS;;0,02;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;326;Nikkel;;560;mg/kg P;;0;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/6c1bfedb-012e-44f9-b38f-01b85fc8d307;14-08-2024;260842523;;Udløb;Ejby Afløb;32;678409,0000003316;6176840,99999455;Mængdeproportional prøve;Afventer kontrol;Total;;183;Kemisk iltforbrug;;25;mg/l;;5;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;224;Benz(ghi)perylen;;0,045;mg/kg TS;;0,02;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;300;Chrom;;17;mg/kg TS;;1;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;279;Cadmium;;0,85;mg/kg TS;;0,03;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;321;Magnesium;;2900;mg/kg TS;;10;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;317;Kalium;;3300;mg/kg TS;;50;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;261;Phosphor, total-P;;5900;mg/kg;;0;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/6c1bfedb-012e-44f9-b38f-01b85fc8d307;14-08-2024;260842523;;Udløb;Ejby Afløb;32;678409,0000003316;6176840,99999455;Mængdeproportional prøve;Afventer kontrol;Total;;1839;pH-målingstemperatur;;21;grader C;;0;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;36;Tørstof,total;;22;pct;;0,05;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;74;Total organisk kulstof;;350000;mg/kg TS;;500;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;824;Benzo(b+j+k)fluranthen;;0,12;mg/kg TS;;0,02;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;143;Nonylphenoler;;0,3;mg/kg TS;;0,1;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;429;Fluoranthen;;0,16;mg/kg TS;;0,02;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;133;Lineære alkylbenzensulfonater;<;50;mg/kg TS;;50;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;1065;Nonylphenol-diethoxylater (NP2EO);<;0,5;mg/kg TS;;0,5;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;253;Nitrogen, total N;;13000;mg/kg;;5;1
Renseanlæg;638433D1-79B9-46F4-8394-04D6E39E63C6;Ejby Renseanlæg;32;679153,0000003339;6176247,999994417;Lejre;Region Sjælland;Renseanlæg;Renseanlæg;Isefjorden;FORS Spildevand Lejre A/S;Lejre kommune;https://puls.miljoeportal.dk/wwtps/638433d1-79b9-46f4-8394-04d6e39e63c6/examination-details/1c9fcb83-5192-432d-8d3e-dba8326e9db2;15-08-2024;301872369;I slam;Målested;Ejby I Slam;32;679153,0000003339;6176247,999994417;Ikke oplyst;Afventer kontrol;Total;;1064;Nonylphenol-monoethoxylater (NP1EO);<;0,2;mg/kg TS;;0,2;1
